Season,TeamID,coach_id,FirstDayNum,LastDayNum
1985,1102,1,0,154
1985,1103,2,0,154
1985,1104,3,0,154
1985,1106,4,0,154
1985,1108,5,0,154
1985,1109,6,0,154
1985,1110,7,0,154
1985,1111,8,0,154
1985,1112,9,0,154
1985,1113,10,0,154
1985,1114,11,0,154
1985,1116,12,0,154
1985,1117,13,0,154
1985,1119,14,0,154
1985,1120,15,0,154
1985,1121,16,0,154
1985,1122,17,0,154
1985,1123,18,0,154
1985,1124,19,0,154
1985,1126,20,0,154
1985,1129,21,0,154
1985,1130,22,0,154
1985,1131,23,0,154
1985,1132,24,0,154
1985,1133,25,0,154
1985,1134,26,0,154
1985,1135,27,0,154
1985,1137,28,0,154
1985,1139,29,0,154
1985,1140,30,0,154
1985,1141,31,0,154
1985,1143,32,0,154
1985,1144,33,0,154
1985,1145,34,0,154
1985,1147,35,0,154
1985,1149,36,0,154
1985,1150,37,0,154
1985,1151,38,0,154
1985,1152,39,0,154
1985,1153,40,0,154
1985,1154,41,0,154
1985,1155,42,0,154
1985,1156,43,0,154
1985,1159,44,0,154
1985,1160,45,0,154
1985,1161,46,0,154
1985,1162,47,0,154
1985,1163,48,0,154
1985,1165,49,0,154
1985,1166,50,0,154
1985,1168,51,0,154
1985,1171,52,0,154
1985,1172,53,0,154
1985,1173,54,0,154
1985,1174,55,0,154
1985,1175,56,0,154
1985,1177,57,0,154
1985,1178,58,0,154
1985,1179,59,0,154
1985,1180,60,0,154
1985,1181,61,0,154
1985,1182,62,0,154
1985,1183,63,0,154
1985,1184,64,0,154
1985,1185,65,0,154
1985,1186,66,0,154
1985,1187,67,0,154
1985,1190,68,0,154
1985,1191,69,0,154
1985,1192,70,0,154
1985,1193,71,0,154
1985,1196,72,0,154
1985,1197,73,0,154
1985,1199,74,0,154
1985,1200,75,0,154
1985,1201,76,0,154
1985,1202,77,0,154
1985,1203,78,0,154
1985,1204,79,0,154
1985,1206,80,0,154
1985,1207,81,0,154
1985,1208,82,0,154
1985,1209,83,0,36
1985,1209,84,37,154
1985,1210,85,0,154
1985,1211,86,0,154
1985,1212,87,0,154
1985,1215,88,0,154
1985,1216,89,0,154
1985,1217,90,0,154
1985,1218,91,0,154
1985,1220,92,0,154
1985,1221,93,0,154
1985,1222,94,0,154
1985,1223,95,0,154
1985,1224,96,0,154
1985,1225,97,0,154
1985,1226,98,0,154
1985,1227,99,0,154
1985,1228,100,0,154
1985,1229,101,0,154
1985,1231,102,0,154
1985,1232,103,0,154
1985,1233,104,0,154
1985,1234,105,0,154
1985,1235,106,0,154
1985,1238,107,0,154
1985,1239,108,0,154
1985,1241,109,0,154
1985,1242,110,0,154
1985,1243,111,0,154
1985,1245,112,0,154
1985,1246,113,0,154
1985,1247,114,0,154
1985,1248,115,0,154
1985,1249,116,0,154
1985,1250,117,0,154
1985,1253,118,0,154
1985,1254,119,0,154
1985,1256,120,0,154
1985,1257,121,0,154
1985,1258,122,0,154
1985,1259,123,0,154
1985,1260,124,0,154
1985,1261,125,0,154
1985,1263,126,0,154
1985,1264,127,0,154
1985,1265,128,0,154
1985,1266,129,0,154
1985,1267,130,0,154
1985,1268,131,0,154
1985,1269,132,0,154
1985,1270,133,0,154
1985,1271,134,0,154
1985,1272,135,0,154
1985,1273,136,0,154
1985,1275,137,0,154
1985,1276,138,0,154
1985,1277,139,0,154
1985,1278,140,0,154
1985,1279,141,0,154
1985,1280,142,0,154
1985,1281,143,0,154
1985,1283,144,0,154
1985,1284,145,0,154
1985,1285,146,0,154
1985,1286,147,0,154
1985,1287,148,0,154
1985,1288,149,0,37
1985,1288,150,38,154
1985,1290,151,0,154
1985,1292,152,0,154
1985,1293,153,0,154
1985,1296,154,0,154
1985,1298,155,0,154
1985,1299,156,0,154
1985,1301,157,0,154
1985,1304,158,0,154
1985,1305,159,0,154
1985,1306,160,0,154
1985,1307,161,0,154
1985,1308,162,0,154
1985,1309,163,0,154
1985,1310,164,0,154
1985,1311,165,0,154
1985,1314,166,0,154
1985,1317,167,0,154
1985,1318,168,0,154
1985,1319,169,0,154
1985,1320,170,0,154
1985,1321,171,0,154
1985,1322,172,0,154
1985,1323,173,0,154
1985,1325,174,0,154
1985,1326,175,0,154
1985,1327,176,0,154
1985,1328,177,0,154
1985,1329,178,0,154
1985,1330,179,0,154
1985,1331,180,0,154
1985,1332,181,0,154
1985,1333,182,0,154
1985,1334,183,0,154
1985,1335,184,0,154
1985,1336,185,0,154
1985,1337,186,0,154
1985,1338,187,0,154
1985,1339,188,0,154
1985,1341,189,0,154
1985,1343,190,0,154
1985,1344,191,0,154
1985,1345,192,0,154
1985,1347,193,0,154
1985,1348,194,0,154
1985,1349,195,0,154
1985,1350,196,0,154
1985,1351,197,0,154
1985,1352,198,0,154
1985,1353,199,0,154
1985,1354,200,0,154
1985,1356,201,0,154
1985,1359,202,0,154
1985,1360,203,0,154
1985,1361,204,0,154
1985,1363,205,0,154
1985,1364,206,0,154
1985,1365,207,0,154
1985,1368,208,0,154
1985,1371,209,0,154
1985,1373,210,0,154
1985,1374,211,0,154
1985,1375,212,0,154
1985,1376,213,0,154
1985,1378,214,0,154
1985,1379,215,0,154
1985,1380,216,0,154
1985,1382,217,0,154
1985,1383,218,0,154
1985,1384,219,0,154
1985,1385,220,0,154
1985,1386,221,0,154
1985,1387,222,0,154
1985,1388,223,0,154
1985,1389,224,0,154
1985,1390,225,0,154
1985,1391,226,0,154
1985,1393,227,0,154
1985,1395,228,0,154
1985,1396,229,0,154
1985,1397,230,0,154
1985,1398,231,0,49
1985,1398,232,50,154
1985,1399,233,0,154
1985,1400,234,0,154
1985,1401,235,0,154
1985,1402,236,0,154
1985,1403,237,0,154
1985,1405,238,0,154
1985,1406,239,0,154
1985,1408,240,0,154
1985,1409,241,0,154
1985,1410,242,0,154
1985,1411,243,0,154
1985,1412,244,0,154
1985,1414,245,0,154
1985,1416,246,0,154
1985,1417,247,0,154
1985,1418,248,0,154
1985,1419,249,0,154
1985,1423,250,0,154
1985,1424,251,0,154
1985,1425,252,0,154
1985,1426,253,0,154
1985,1427,254,0,154
1985,1428,255,0,154
1985,1429,256,0,154
1985,1431,257,0,154
1985,1432,258,0,154
1985,1433,259,0,154
1985,1434,260,0,154
1985,1435,261,0,154
1985,1436,262,0,154
1985,1437,263,0,154
1985,1438,264,0,154
1985,1439,265,0,154
1985,1440,266,0,154
1985,1441,267,0,154
1985,1442,268,0,154
1985,1443,269,0,154
1985,1444,270,0,154
1985,1446,271,0,154
1985,1447,272,0,154
1985,1448,273,0,154
1985,1449,274,0,154
1985,1450,275,0,154
1985,1451,276,0,154
1985,1452,277,0,154
1985,1453,278,0,154
1985,1455,279,0,154
1985,1456,280,0,154
1985,1458,281,0,154
1985,1461,282,0,154
1985,1462,283,0,154
1985,1463,284,0,154
1985,1464,285,0,154
1986,1102,1,0,154
1986,1103,2,0,154
1986,1104,3,0,154
1986,1106,4,0,154
1986,1108,5,0,154
1986,1109,286,0,154
1986,1110,7,0,154
1986,1111,8,0,154
1986,1112,9,0,154
1986,1113,287,0,154
1986,1114,11,0,154
1986,1116,241,0,154
1986,1117,13,0,154
1986,1119,14,0,154
1986,1120,15,0,154
1986,1121,16,0,154
1986,1122,288,0,154
